framework,workload,datasize,c3.large,c3.xlarge,c3.2xlarge,c4.large,c4.xlarge,c4.2xlarge,m3.large,m3.xlarge,m3.2xlarge,m4.large,m4.xlarge,m4.2xlarge,r3.large,r3.xlarge,r3.2xlarge,r4.large,r4.xlarge,r4.2xlarge
spark1.5,classification,medium,20.23653537,10.7378979,1.113150557,18.82405075,9.966508573,1,21.86888263,1.736299819,1.165344181,21.12595319,1.73966397,1.079462545,3.109793264,1.71383156,1.139483393,3.107810222,1.804530726,1.108942315
spark1.5,classification,small,15.89600449,1.557984019,1.155973992,15.01978894,1.404207403,1,17.44415015,1.599654093,1.154997422,16.8667285,1.66233399,1.147981383,2.711326522,1.740532548,1.19304995,2.675882582,1.574650318,1.112721433
spark1.5,decision-tree,medium,3.021304477,1.29106692,1.115655066,3.17729045,1.152723625,1,1.854042793,1.375145205,1.316607716,1.864908586,1.382733746,1.106694646,1.843279093,1.354757036,1.201173423,1.908538449,1.302218479,1.07276431
spark1.5,decision-tree,small,1.591535315,1.183073135,1.102281148,1.512078667,1.035198689,1,1.578768186,1.293968906,1.163924323,1.605264933,1.237699619,1.062427434,1.800183513,1.244042283,1.229952806,1.610805127,1.17838343,1.049609779
spark1.5,fp-growth,large,2.086204607,1.396219872,1.076111827,1.762290267,1.122961805,1,1.772629615,1.316606645,1.150843189,1.748180743,1.292865881,1.12664524,1.740028064,1.374945218,1.082979204,1.827390903,1.407514689,1.039045649
spark1.5,fp-growth,medium,1.922433255,1.195552847,1.112267143,1.594216437,1.095298006,1,1.602731201,1.402821476,1.122312852,1.909966157,1.159827603,1.085465458,1.706873631,1.358629498,1.172291156,1.696186677,1.287461326,1.068233262
spark1.5,fp-growth,small,1.735246283,1.145579276,1.106285657,1.722591178,1,1.041480874,1.569523674,1.342301034,1.19569289,1.663374337,1.194720571,1.0819032,1.477041892,1.216730509,1.165052621,1.596800371,1.301466092,1.167770161
spark1.5,gmm,large,2.620494603,1.8575446,1.166200911,2.221653584,1.673755848,1.044771707,2.723034512,1.929549438,1.201365231,2.737679492,1.423311961,1,2.72754437,1.834071176,1.187286258,3.650233906,1.501563612,1.056136472
spark1.5,gmm,medium,2.904530909,1.673435313,1.155809971,2.565019556,1.641649551,1,3.22271282,1.97784752,1.143542191,3.207753564,1.741441643,1.212957082,3.152242793,1.795678165,1.053591731,3.198333201,1.817057734,1.030472122
spark1.5,gmm,small,2.472635699,1.670468975,1.024799959,2.353194612,1.294722428,1.011975616,2.743834828,1.642689411,1.071966799,2.812043167,1.530508333,1,2.705923392,1.670777752,1.049532424,2.682933907,1.53604139,1.112919666
spark1.5,gradient-boosted-tree,large,19.36429531,1.436238243,1.364054584,20.10959426,1.28070917,1,2.403818193,1.51715645,1.168753248,2.460273096,1.493108591,1.123069384,2.573344817,1.569639869,1.572736339,2.372660083,1.594979977,1.104397292
spark1.5,gradient-boosted-tree,medium,1.376973559,1.157868188,1.153673551,1.217594238,1,1.088516122,1.444440395,1.218888507,1.247387783,1.430195147,1.182076208,1.149811277,1.63376123,1.26226534,1.362252174,1.616805353,1.207123012,1.130828673
spark1.5,gradient-boosted-tree,small,1.403712464,1.149466031,1.243085008,1.846189894,1,1.127675525,1.532059174,1.215479693,1.358591037,1.419154656,1.222655766,1.232932258,1.485090589,1.265305533,1.305327809,1.468904884,1.232043749,1.213497478
spark1.5,kmeans,large,23.37738001,8.170443321,1.013774288,21.37869635,7.246948525,1,19.04288067,1.738703345,1.058218276,14.72849859,1.791848514,1.003693586,15.10104732,1.901289589,1.047361416,14.56998666,1.828603882,1.107049705
spark1.5,kmeans,medium,18.59619096,6.731485307,1.045593307,18.01757997,5.769709073,1,12.16103086,1.506519543,1.099716027,11.71445569,1.568490813,1.14844768,2.635988454,1.66306147,1.118718325,2.700016934,1.529077468,1.077506422
spark1.5,kmeans,small,12.89754841,1.481674982,1.281461701,12.03066681,1.416654139,1,2.378311121,1.585664877,1.245023681,2.433085809,1.546834108,1.159713045,2.276660516,1.72704434,1.254019182,2.463523077,1.425861831,1.23763001
spark1.5,lda,large,5.642410751,1.751716037,1.430823513,5.541734887,1.543871327,1,3.252193277,1.639410534,1.23072083,3.049076132,1.822608468,1.301053525,2.629750551,1.665816557,1.308122528,2.529218595,1.490798039,1.064905618
spark1.5,lda,medium,3.467861384,1.394562829,1.261929121,2.981815498,1.210636695,1.026852627,2.278581772,1.413448996,1.144141644,2.190729748,1.437361932,1.044487344,2.121706021,1.39753347,1.11913265,1.992355705,1.363181927,1
spark1.5,lda,small,2.612341851,1.494901346,1.047211975,2.191234544,1.056402906,1.017423386,2.15051786,1.376731852,1.316595567,1.860054925,1.192540063,1,1.88701699,1.388623855,1.206076996,1.844176426,1.394502038,1.130982688
spark1.5,naive-bayes,large,3.867921628,2.011898648,1.093809373,3.694124348,1.890797989,1,4.119369446,2.177605962,1.170436692,3.972775907,2.152881842,1.117202035,4.330071526,2.182348166,1.154398859,4.105975859,2.122139867,1.110688818
spark1.5,naive-bayes,medium,6.444502939,3.389874838,1.852439842,6.132307736,3.175181043,1.687213866,6.907160965,3.622147716,1.952429522,6.636114894,3.595844911,1.882911619,7.144034725,3.644362883,1.026095762,6.872568587,3.518089661,1
spark1.5,naive-bayes,small,5.975595459,3.183226883,1.769089789,5.640846869,3.017190134,1.677409471,6.607192433,3.449145525,1.06204743,6.129509721,3.343516536,1,6.713134062,1.737760972,1.035946206,6.395400878,1.744776182,1.00666744
spark1.5,pca,large,3.248320324,1.778947169,1.149201787,2.856974873,1.638383643,1,3.457771858,1.892759103,1.143256089,3.357548891,1.824457743,1.108664037,3.468063809,1.892758787,1.124453158,3.386673449,1.821598645,1.097432165
spark1.5,pca,medium,2.621717128,1.525216752,1.038354254,2.365861625,1.324290479,1.104115688,2.810144743,1.616631633,1.064189529,2.717124578,1.555184056,1,2.798904847,1.626269722,1.067317124,2.706427919,1.553511672,1.025638785
spark1.5,pca,small,2.361911371,1.770146947,1.064874688,1.96362583,1.291128692,1,2.367612386,1.631911995,1.224808961,2.400695648,1.43875741,1.107100107,2.416629792,1.479112431,1.156764299,2.305616129,1.431667833,1.087668797
spark1.5,pearson,large,3.117131263,1.791571834,1.332863792,2.76040826,1.617562153,1,3.118848018,1.626921738,1.010717155,3.022444374,1.556189337,1.089263789,3.262438867,1.655505038,1.168542326,3.248215722,1.620510735,1.167958264
spark1.5,pearson,medium,3.354643569,1.823707051,1.578457069,2.952477734,1.650007434,1.192019162,3.580275133,1.706183777,1.191576093,3.499265541,1.634674943,1.113157729,3.092507167,1.70195327,1.286156848,3.031656052,1.640028154,1
spark1.5,pearson,small,2.945729946,1.492951743,1.115728908,2.538287664,1.291517247,1,2.536489775,1.594650448,1.204378954,2.639825721,1.532174309,1.109262982,2.595632881,1.575028098,1.189458707,2.493111083,1.542853511,1.16467418
spark1.5,pic,large,6.792543972,1.419895703,1.028359887,6.09303941,1.488485405,1.054896176,2.546838377,1.303776837,1.066593652,2.43362486,1.464991817,1.049092008,1.891258343,1.58456804,1.095106639,1.930844697,1.397258968,1
spark1.5,pic,medium,3.381481212,1.407416051,1.175484716,3.238894314,1.169195292,1,2.049382559,1.450214679,1.24503881,2.686099459,1.52555404,1.089078262,1.900819005,1.400380769,1.190698625,1.871209308,1.32748846,1.082077833
spark1.5,pic,small,1.845083699,1.203954627,1.096256331,1.594731645,1.000455648,1.413877125,1.728284065,1.20147127,1.110418216,1.473722023,1.138414177,1,1.573885323,1.291061056,1.128282125,1.607352472,1.148339499,1.02587049
spark1.5,random-forest,large,2.974737607,1.362405886,1.03895476,2.593399291,1.200172573,1,2.227696614,1.535316972,1.114925724,2.385561099,1.48053394,1.053639495,2.38338134,1.571655775,1.239679178,2.776159326,1.511217338,1.067703152
spark1.5,random-forest,small,2.112989383,1.226414737,1,2.094539873,1.132267255,1.330697855,1.850168206,1.241545755,1.198970052,1.909884122,1.205114152,1.039847399,1.930932232,1.252795295,1.038977318,2.071545408,1.194642856,1.672556145
spark1.5,regression,large,19.73023572,11.52771336,6.426679802,18.15595931,10.68154739,5.89283894,22.90851076,12.11828958,1.496438722,23.40878501,12.10374338,1.486526109,22.84290627,2.077771163,1,23.69265905,2.114973638,1.034490106
spark1.5,regression,medium,19.33634125,11.46127868,6.332573194,18.14852922,10.28629961,5.808413054,21.76125405,11.6222985,1.28188462,22.2671058,11.8515266,1.260731893,22.61604588,1.915520314,1.028374697,22.84548469,2.014739429,1
spark1.5,regression,small,16.06979798,9.712682701,1.257779455,14.63351298,8.064729698,1.165511053,18.43599264,1.844021057,1,18.90796773,1.840545019,1.008868918,19.30429617,1.478905507,1.072600525,19.38303634,1.601619933,1.038130868
spark1.5,spearman,large,3.696821809,2.145189103,1.169097257,3.16044897,1.873700236,1,3.649854902,1.927635442,1.197740011,3.099513468,1.834046316,1.123165077,2.682527009,1.942367497,1.273496895,2.592087418,1.762120692,1.164059268
spark1.5,spearman,medium,4.030009933,2.298599304,1.135904452,3.486575769,1.963951884,1,4.590917262,1.87401903,1.118694474,3.70581228,1.782645997,1.036067686,3.214313987,1.750155086,1.140631927,3.063740648,1.680925437,1.035116899
spark1.5,spearman,small,3.292624748,1.765030022,1.091909532,2.5103909,1.465140753,1,2.682447731,1.767521294,1.160641235,2.656522668,1.552016749,1.055076794,2.319321266,1.59778112,1.186036332,2.187034822,1.482983196,1.116040688
spark1.5,summary-statistics,large,2.877891388,1.628336131,1.055769637,2.553930181,1.579793184,1,3.017121324,1.606423422,1.132010831,2.682041478,1.733924311,1.038828735,3.034103671,1.645149018,1.106978708,2.6802969,1.732397819,1.090242365
spark1.5,summary-statistics,medium,1.841981857,1.246901305,1.111513825,1.674586327,1.202784594,1,1.903078052,1.280409117,1.158764062,1.808937744,1.310232041,1.082365924,2.131314824,1.317569086,1.180262343,1.880266975,1.437449285,1.118075913
spark1.5,summary-statistics,small,1.762233072,1.270042047,1.252331746,1.495230955,1,1.118437535,1.481418242,1.220122294,1.242020218,1.435184558,1.194734617,1.189072689,1.519648596,1.163032398,1.274171404,1.477947133,1.246892192,1.39368893
spark1.5,svd,large,3.580358943,1.876275607,1.180466684,3.372976125,1.770570721,1,3.829570213,1.99655468,1.140683125,3.616266996,1.884536172,1.063222734,3.813110707,1.999805296,1.118854489,3.607405407,1.881400141,1.060816852
spark1.5,svd,medium,3.084625183,1.549666398,1.043169703,2.799731504,1.439241058,1,3.179878404,1.645735823,1.111254558,3.000906116,1.527173737,1.122121377,3.162726608,1.607755307,1.122795721,3.012403905,1.522633576,1.113102891
spark1.5,svd,small,3.1246524,1.713004828,1.100219715,2.957316851,1.581793789,1,3.361376184,1.798036377,1.088093981,3.165943786,1.701607186,1.075767248,3.350362356,1.801574979,1.169316575,3.206918637,1.847853334,1.154070855
spark1.5,word2vec,large,4.091441273,2.085574223,1.168652088,3.504112317,1.800532456,1,4.260182825,2.223013152,1.223521611,4.083825492,2.137575727,1.196568044,4.283190505,2.206474167,1.223659064,4.124013045,2.478932391,1.160726343
spark1.5,word2vec,medium,3.702125753,1.925282316,1.152657333,3.188495826,1.695156948,1,4.270901783,2.064621496,1.206912145,3.672627169,1.971621173,1.127333507,3.870106122,2.103263742,1.203216875,4.323120981,2.128063396,1.20463119
spark1.5,word2vec,small,4.053075064,2.087790462,1.169133241,2.815708678,1.754117897,1,3.444201642,1.914896919,1.196332376,3.454138385,2.492080441,1.165019675,3.485539718,1.998598886,1.220990279,3.395463962,2.045588776,1.908261388
