framework,workload,datasize,c3.large,c3.xlarge,c3.2xlarge,c4.large,c4.xlarge,c4.2xlarge,m3.large,m3.xlarge,m3.2xlarge,m4.large,m4.xlarge,m4.2xlarge,r3.large,r3.xlarge,r3.2xlarge,r4.large,r4.xlarge,r4.2xlarge
spark,join,medium,1.120316642,1.50267813,1.987675808,1,1.404134875,1.663902261,1.635192996,1.783015043,2.661261677,1.123606389,1.225209572,1.763691466,1.787735023,2.413742492,3.280492688,1.361369271,1.796853646,2.726178272
spark,join,small,1.105636852,1.346133938,1.967190769,1.5843217,1.328286615,1.546727931,1.56861426,3.153416943,2.614423958,1,1.163292112,1.74339116,1.803486899,2.360992323,3.151534117,1.302158758,2.569727863,2.314181107
spark,lr,large,5.586970507,2.064733896,3.244865904,4.996224373,1.832754934,1.429765466,1.262010193,1.47214415,4.063133094,1,1.331710092,3.060795945,1.780912675,1.866529726,6.115801933,1.721112039,1.342038043,3.648706937
spark,lr,medium,6.495994604,2.843906045,7.646852061,5.558862784,1.444967497,2.147159491,1.426902973,2.642998941,7.248510712,1,2.609476034,8.050969924,1.934008675,2.401581563,11.96210392,1.331239501,1.814201164,2.870990634
spark,lr,small,3.875499761,3.330651298,3.74912306,3.529386641,2.699247806,3.438320335,1.058542372,1.807922412,4.426890607,1.124957013,1,3.341002629,1.675744983,2.443223989,10.01033663,1.089297782,1.343618251,3.867642302
spark,pagerank,large,2.221410338,1.730216632,2.102036857,1.619248891,1.4159092,1.332613297,1.52737958,1.399838642,3.584456574,1.31763856,1,2.475071933,1.774878718,1.5621373,2.054866705,1.422486679,1.192157876,1.754316036
spark,pagerank,medium,2.334683536,1.555630287,2.630900231,2.124859564,1,1.187551911,1.800296445,1.342048131,1.718447673,1.310068356,2.098661466,1.245448715,1.748633276,3.386232555,5.639219294,1.532681821,1.152474187,1.44480842
spark,pagerank,small,1.104012068,2.279281453,2.850427563,1.387014927,1.66960877,3.628602651,1.402350513,2.760340284,3.488885927,1,1.750568077,2.546220984,1.313219771,2.827584248,3.849581269,1.306271167,1.892539926,3.24390869
spark,scan,large,1.236171127,1.484356307,2.039271369,1,3.916691929,11.19482245,2.011872838,1.948078972,2.917865533,1.761733384,2.707217111,4.40496399,2.529580124,2.417995652,3.277175021,1.38767314,2.615314344,2.224633412
spark,scan,medium,1.125440251,6.094122022,3.646678531,1,1.484426147,3.124990836,1.492395017,5.32515764,9.792168716,1.027623576,1.59069298,3.59021488,1.699946878,2.925170921,13.39732397,2.189382985,2.182317724,4.539429998
spark,scan,small,1.125084746,7.089322034,3.728700565,1,1.465383105,5.341894539,1.511126177,5.763190207,9.708391714,1.035835351,1.697605596,3.551358623,1.792147969,2.924343826,6.183766478,2.317677966,3.503442561,4.507329567
spark,sort,large,1.108024581,1.791168225,2.92109906,1,1.388499661,2.774357132,1.337133123,2.239503218,3.172279661,1.15868944,1.398915444,2.309708332,2.272138626,2.698485355,2.79718966,1.598618598,1.616846091,2.29050757
spark,sort,medium,1.11275498,1.778539629,2.905891916,1,1.423923401,2.69416253,1.324635668,2.026705224,2.84762279,1.130540211,1.403938552,2.36470869,1.933038593,1.875386297,2.530782176,1.312632631,1.18475359,1.84674708
spark,sort,small,1.124542352,1.775668357,2.74244308,1,1.454256067,2.433950904,1.213008085,1.784187992,2.496300929,1.081607617,1.121251414,1.789100339,1.339302595,1.797183174,2.436676392,1.682556602,1.31449576,1.820505447
spark,terasort,large,1.084923542,1.701980884,2.528735046,1,1.482869663,2.273767538,1.573678745,2.101056667,3.006119687,1.186731628,1.424675423,2.355925079,2.280909918,2.328466564,2.898456795,1.744121885,1.749194898,2.16631843
spark,terasort,medium,1.296356211,1.974632577,3.033854933,1.189433499,1.663697179,2.740640644,1.808707319,2.404572003,2.936895913,1.341590634,1.46149778,2.388993821,1,2.472759529,3.268438861,1.681586368,1.659476149,2.52651512
spark,terasort,small,1.076252673,1.664420408,2.177758493,1.008930429,1.364189288,2.011560235,1.306121395,1.673374923,2.129206002,1,1.227245558,1.558083212,1.310481057,1.8580485,2.86437259,1.142480818,1.410245067,1.985215955
spark,wordcount,large,1.667695022,3.328900535,2.143110074,1,1.381722332,1.968167399,1.562910084,2.388908021,2.79905222,1.614026355,1.748814279,1.441024559,2.429344717,2.008120766,2.633141852,1.487404316,1.542540052,2.375995349
spark,wordcount,medium,1.826292644,2.79654843,5.357268329,1.644703997,1.233654042,4.467942186,1.282643163,1.4584463,2.066322167,1,1.077789762,4.460661345,1.58945422,1.832839225,2.682174181,1.275085087,2.778633918,2.995424451
spark,wordcount,small,1.244910612,1.327498326,1.655324666,1.709371619,1.07319334,4.795049374,1.048897628,1.340506792,6.516221127,1.12596816,1,3.902213674,2.26012468,3.375378677,14.01166386,1.659582081,4.072820931,2.048459015
