id, ex_name,count,machine_id,name,disk_count,speed,cost,size,name,ram,cpu_count,speed,cost, time, cost
252,tpcds,6,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,455.9523499,0.510666631888
253,tpcds,8,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,402.5759132,0.601180030379
254,tpcds,16,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,615.8820341,0.706211399101
255,tpcds,24,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,549.9246471,0.945870393012
256,tpcds,32,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,527.7132142,1.21022230457
257,tpcds,8,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,827.8091781,0.474610595444
258,tpcds,12,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,520.273916,0.68676156912
259,tpcds,20,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,411.9641669,0.90632116718
260,tpcds,4,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,925.9380648,0.407412748512
261,tpcds,8,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,606.228111,0.53348073768
262,tpcds,10,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,512.7094128,2.67178571781
263,tpcds,14,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,468.095324,3.41501544154
264,tpcds,2,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,1242.593164,1.2950582087
265,tpcds,4,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,715.7179351,1.49187427361
266,tpcds,6,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,573.168725,1.79210754683
267,tpcds,8,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,514.556186,2.14512756652
268,tpcds,12,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,603.0345528,1.88548803509
269,tpcds,16,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,599.163507,2.49784608696
270,tpcds,20,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,554.5612969,2.88988053607
271,tpcds,28,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,513.2895269,3.74473225958
272,tpcds,4,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,1043.560631,1.08762207986
273,tpcds,8,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,716.5870199,1.49368583259
274,tpcds,10,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,441.920589,0.8691104917
275,tpcds,14,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,411.098819,1.13189208165
276,tpcds,2,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,1088.889074,0.428296369107
277,tpcds,4,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,629.50196,0.495208208533
278,tpcds,6,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,523.820344,0.61810800592
279,tpcds,8,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,453.6753321,0.713782522504
280,tpcds,16,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,698.886447,0.82934525044
281,tpcds,24,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,611.5944891,1.0886381906
282,tpcds,32,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,634.9390731,1.50692206682
283,tpcds,40,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,585.291131,1.73636368863
284,tpcds,56,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,623.5959051,2.59000165918
285,tpcds,8,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,902.3366702,0.535386424319
286,tpcds,12,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,516.446238,0.71269580844
287,tpcds,16,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,532.9888699,0.980699520616
288,tpcds,20,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,488.8993931,1.12446860413
289,tpcds,28,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,602.517415,1.9401060763
290,tpcds,4,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,882.257324,0.40583836904
291,tpcds,8,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,590.1227,0.542912884
292,tpcds,10,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,501.8916988,1.254729247
293,tpcds,14,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,462.86712,1.62003492
294,tpcds,2,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,1252.882812,0.626441406
295,tpcds,4,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,713.465405,0.713465405
296,tpcds,6,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,581.3987598,0.8720981397
297,tpcds,8,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,521.278276,1.042556552
298,tpcds,16,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,809.2010891,1.13288152474
299,tpcds,24,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,705.3400619,1.48121412999
300,tpcds,32,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,701.949307,1.9654580596
301,tpcds,40,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,665.418191,2.3289636685
302,tpcds,56,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,663.435446,3.2508336854
303,tpcds,8,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,1140.60885,0.798426195
304,tpcds,12,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,608.6762781,1.03474967277
305,tpcds,16,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,571.5528119,1.29551970697
306,tpcds,20,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,542.3040268,1.53652807593
307,tpcds,28,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,544.765871,2.16090462163
308,tpcds,4,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,1047.897869,0.593808792433
309,tpcds,8,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,701.6482491,0.79520134898
310,tpch,10,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,274.045856,0.511552264533
311,tpch,14,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,228.2926121,0.596604692955
312,tpch,2,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,814.9434531,0.304245555824
313,tpch,4,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,503.2058799,0.375727056992
314,tpch,6,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,356.051903,0.39877813136
315,tpch,8,1,ebs,2,slow,0.12,500,c4.2xlarge,15,8,fast,0.552,302.106818,0.451146181547
316,tpch,16,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,4033.816435,4.62544284547
317,tpch,24,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,2852.972359,4.90711245748
318,tpch,8,2,ebs,2,slow,0.12,500,c4.large,3.75,2,fast,0.138,4932.341841,2.82787598884
319,tpch,12,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,394.9504459,0.521334588588
320,tpch,16,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,354.121366,0.62325360416
321,tpch,20,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,295.2465949,0.64954250878
322,tpch,28,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,277.2347672,0.853883082976
323,tpch,4,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,882.6079519,0.388347498836
324,tpch,8,3,ebs,2,slow,0.12,500,c4.xlarge,7.5,4,fast,0.276,578.0293679,0.508665843752
325,tpch,10,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,312.4079049,1.62799230442
326,tpch,2,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,1034.362543,1.07803562815
327,tpch,4,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,513.8084261,1.07100511929
328,tpch,6,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,432.4281161,1.35205857634
329,tpch,8,12,local,3,fast,0,500,i2.2xlarge,61,8,slow,1.876,365.097831,1.52205229101
330,tpch,12,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,476.3604481,1.48942033439
331,tpch,16,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,406.844295,1.69608866093
332,tpch,20,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,356.9343801,1.86002471408
333,tpch,4,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,1025.704028,1.0690115314
334,tpch,8,5,local,2,fast,0,500,i2.xlarge,30.5,4,slow,0.938,650.798425,1.35655316144
335,tpch,10,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,293.7942491,0.577795356563
336,tpch,2,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,959.8569651,0.377543739606
337,tpch,4,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,548.891212,0.431794420107
338,tpch,6,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,387.8676569,0.457683835142
339,tpch,8,6,ebs,2,slow,0.12,500,m4.2xlarge,32,8,slow,0.588,335.8652129,0.528427934963
340,tpch,16,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,686.9080601,0.815130897985
341,tpch,8,7,ebs,2,slow,0.12,500,m4.large,8,2,slow,0.147,1003.566903,0.59544969578
342,tpch,12,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,445.026396,0.61413642648
343,tpch,16,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,376.2090111,0.692224580424
344,tpch,20,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,338.1489322,0.77774254406
345,tpch,4,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,988.8487799,0.454870438754
346,tpch,8,8,ebs,2,slow,0.12,500,m4.xlarge,16,4,slow,0.294,579.276614,0.53293448488
347,tpch,10,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,317.6177161,0.79404429025
348,tpch,2,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,924.921258,0.462460629
349,tpch,4,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,574.325536,0.574325536
350,tpch,6,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,490.172303,0.7352584545
351,tpch,8,9,ebs,2,slow,0.12,500,r3.2xlarge,61,8,slow,0.78,345.2401221,0.6904802442
352,tpch,16,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,657.912184,0.9210770576
353,tpch,24,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,564.5838752,1.18562613792
354,tpch,32,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,496.5879688,1.39044631264
355,tpch,40,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,480.0413661,1.68014478135
356,tpch,8,10,ebs,2,slow,0.12,500,r3.large,15.25,2,slow,0.195,1176.571599,0.8236001193
357,tpch,12,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,442.004554,0.7514077418
358,tpch,16,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,415.8887758,0.942681225147
359,tpch,20,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,363.171591,1.0289861745
360,tpch,4,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,1076.523127,0.610029771967
361,tpch,8,11,ebs,2,slow,0.12,500,r3.xlarge,30.5,4,slow,0.39,655.3901381,0.742775489847
