1,936.59,837.68,2804.23,2422.51,1219.74,4385.07,2563.61,1702.94,1341.39,1130.05,1334.33,2927.78,509.41,1481.37,669.5,576.96,626.32,567.32,534.65,551.56,1535.11,518.21,500.51,2827.75,1427.25,2290.87,1306.01,949.94,904.27,1273.45,861.06,513.9,2146.97,542.99,520.03,1509.87,662.69,589.8,1582.1,714.84,702.86,765.53,638.62,566.4,534.74,558.32,1193.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,694.54,3059.14,2205.41,1185.96,3211.84,-1,-1,1057.33,942.58,675.61,2739.26,-1,-1,-1,-1,510.31,469.52,439.66,473.37,648.12,429.24,408.35,2827.82,1271.12,2191.92,1625.18,549.06,540.45,1182.67,417.88,453.31,2456.36,420.05,393.83,707.0,553.86,513.39,1731.75,579.81,674.37,722.39,543.5,465.18,432.32,441.84,675.19,7576.74,1205.88,5944.13,5069.17,413.38,397.4,7803.09,705.83,533.54,446.91,5186.72,8813.93,591.51,5449.65,476.11,5857.7,7612.24,4029.94,5149.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,1248.44,-1,-1,535.69,-1,-1,-1,-1,-1,1130.8,-1,-1,-1,-1,-1,-1,-1,-1,1843.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,973.51,-1,-1,-1,-1,576.01,524.6,598.76,727.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,1285.82,-1,-1,520.87,-1,-1,-1,-1,-1,1203.27,-1,-1,-1,-1,-1,-1,-1,-1,1972.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,928.5,-1,-1,-1,-1,616.43,547.52,617.23,743.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,489.76,-1,-1,-1,-1,-1,1069.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1148.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1527.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,1417.61,-1,-1,618.46,-1,-1,-1,-1,-1,1333.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1536.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1942.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,1699.75,-1,-1,693.05,-1,-1,-1,-1,-1,1651.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1831.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2262.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,-1,1399.16,-1,-1,574.12,-1,-1,-1,-1,-1,1263.53,-1,-1,-1,-1,-1,-1,-1,-1,2114.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1022.17,-1,-1,-1,-1,698.45,602.43,735.78,831.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1,1623.28,-1,-1,649.06,-1,-1,-1,-1,-1,1520.16,-1,-1,-1,-1,-1,-1,-1,-1,2456.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1176.1,-1,-1,-1,-1,758.93,689.82,799.29,973.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,562.98,-1,-1,252.69,-1,-1,-1,-1,-1,565.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,583.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,809.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3772.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,872.6,-1,-1,367.97,-1,-1,-1,-1,-1,808.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,935.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1123.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,1984.65,-1,-1,834.4,-1,-1,-1,-1,-1,2033.22,-1,-1,-1,-1,-1,-1,-1,-1,3121.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1522.98,-1,-1,-1,-1,983.43,868.27,1048.84,1214.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,898.59,645.58,2553.74,1641.93,1204.09,1602.76,1020.73,-1,836.75,681.19,484.68,1771.47,-1,-1,-1,-1,1069.93,820.54,678.29,492.67,1724.85,880.49,587.07,2692.9,1546.99,1740.44,1186.58,722.32,529.52,1551.24,704.62,491.11,1748.0,840.0,599.6,2671.99,1538.81,1112.52,1808.48,914.35,759.21,558.97,1503.76,1126.23,943.97,637.93,2372.21,-1,778.2,3516.59,4021.93,703.4,473.56,5202.96,1856.92,1180.94,881.56,3714.58,-1,890.17,3668.85,880.72,4161.82,-1,3854.07,5638.02,584.11,-1,570.94,684.02,730.94,620.44,528.26,463.58,548.22,673.61,1116.21,592.67,1211.38,623.9,770.87
15,391.799,-1,554.358,455.952,402.576,615.882,549.925,520.274,-1,411.964,-1,606.228,-1,-1,-1,-1,603.035,599.164,554.561,513.29,716.587,441.921,411.099,629.502,523.82,698.886,611.594,585.291,623.596,516.446,488.899,602.517,590.123,501.892,462.867,713.465,581.399,521.278,809.201,701.949,665.418,663.435,608.676,571.553,542.304,544.766,701.648,988.483,527.713,827.809,925.938,512.709,468.095,1242.593,715.718,573.169,514.556,1043.561,1088.889,634.939,902.337,532.989,882.257,1252.883,1140.609,1047.898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453.675,-1,705.34,-1,-1
16,274.046,228.293,503.206,356.052,302.107,4033.816,2852.972,394.95,354.121,295.247,277.235,578.029,-1,-1,-1,-1,476.36,406.844,356.934,-1,650.798,293.794,-1,548.891,387.868,686.908,-1,-1,-1,445.026,338.149,-1,579.277,317.618,-1,574.326,490.172,345.24,657.912,496.588,480.041,-1,442.005,415.889,363.172,-1,655.39,814.943,-1,4932.342,882.608,312.408,-1,1034.363,513.808,432.428,365.098,1025.704,959.857,-1,1003.567,376.209,988.849,924.921,1176.572,1076.523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,335.865,-1,564.584,-1,-1
